topic,claim,evidence_text,evidence_type,stance,claim_evidence_overlap,generator_input,generator_target
This house would limit the right to bear arms,increased gun ownership leads to higher levels of crime,"In his book Private Guns, Public Health, David Hemenway makes the argument in favor of gun control and he provides evidence for the more guns, more gun violence and suicide hypothesis. Rather than compare America to countries with radically different cultures and historical experiences, he focuses on Canada, New Zealand and Australia and asserts that the case for gun control is a strong one based on the relationship he finds (contrary to most other researchers) between lower crime rates and gun control [REF","[STUDY, EXPERT]",oppose,0.0597,"Topic: This house would limit the right to bear arms Evidence: In his book Private Guns, Public Health, David Hemenway makes the argument in favor of gun control and he provides evidence for the more guns, more gun violence and suicide hypothesis. Rather than compare America to countries with radically different cultures and historical experiences, he focuses on Canada, New Zealand and Australia and asserts that the case for gun control is a strong one based on the relationship he finds (contrary to most other researchers) between lower crime rates and gun control [REF Generate an argument.",increased gun ownership leads to higher levels of crime
This house would limit the right to bear arms,Armed citizens play their role in crime control,"Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF","[STUDY, EXPERT]",oppose,0.0781,"Topic: This house would limit the right to bear arms Evidence: Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF Generate an argument.",Armed citizens play their role in crime control
This house would limit the right to bear arms,Armed citizens play their role in crime control,"Dr. Gary Kleck, a criminologist at Florida State University, estimated that approximately 2.5 million people used their gun in self-defense or to prevent crime each year, often by merely displaying a weapon","[STUDY, EXPERT]",oppose,0.0789,"Topic: This house would limit the right to bear arms Evidence: Dr. Gary Kleck, a criminologist at Florida State University, estimated that approximately 2.5 million people used their gun in self-defense or to prevent crime each year, often by merely displaying a weapon Generate an argument.",Armed citizens play their role in crime control
This house would limit the right to bear arms,Armed citizens play their role in crime control,"Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF","[STUDY, EXPERT]",oppose,0.0571,"Topic: This house would limit the right to bear arms Evidence: Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF Generate an argument.",Armed citizens play their role in crime control
This house would limit the right to bear arms,Armed citizens play their role in crime control,Kleck's work speaks towards similar support for firearm rights by showing that the number of Americans who report incidents where their guns averted a threat vastly outnumber those who report being the victim of a firearm-related crime [REF,nan,oppose,0.0513,Topic: This house would limit the right to bear arms Evidence: Kleck's work speaks towards similar support for firearm rights by showing that the number of Americans who report incidents where their guns averted a threat vastly outnumber those who report being the victim of a firearm-related crime [REF Generate an argument.,Armed citizens play their role in crime control
This house would limit the right to bear arms,criminals ignore gun control laws,Lott asserts that criminals ignore gun control laws,nan,support,0.625,Topic: This house would limit the right to bear arms Evidence: Lott asserts that criminals ignore gun control laws Generate an argument.,criminals ignore gun control laws
This house would limit the right to bear arms,people who keep a gun at home increase their risk of homicide,"In a New England Journal of Medicine article, Kellermann found that people who keep a gun at home increase their risk of homicide [REF",nan,support,0.5455,"Topic: This house would limit the right to bear arms Evidence: In a New England Journal of Medicine article, Kellermann found that people who keep a gun at home increase their risk of homicide [REF Generate an argument.",people who keep a gun at home increase their risk of homicide
This house would limit the right to bear arms,"allowing law-abiding citizens to carry concealed firearms, deters crime","Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF","[STUDY, EXPERT]",oppose,0.0597,"Topic: This house would limit the right to bear arms Evidence: Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF Generate an argument.","allowing law-abiding citizens to carry concealed firearms, deters crime"
This house would limit the right to bear arms,"allowing law-abiding citizens to carry concealed firearms, deters crime","Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF","[STUDY, EXPERT]",support,0.1515,"Topic: This house would limit the right to bear arms Evidence: Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF Generate an argument.","allowing law-abiding citizens to carry concealed firearms, deters crime"
This house would limit the right to bear arms,The possibility of getting shot by an armed victim is a substantial deterrent to crime,"Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF","[STUDY, EXPERT]",support,0.0857,"Topic: This house would limit the right to bear arms Evidence: Some writers, such as John Lott, author of More Guns, Less Crime, say they have discovered a positive correlation between gun control legislation and crimes in which criminals victimize law-abiding citizens. Lott asserts that criminals ignore gun control laws and are effectively deterred by armed intended victims just as higher penalties deter crime. His work involved comparison and analysis from data collected from all the counties in the United States [REF Generate an argument.",The possibility of getting shot by an armed victim is a substantial deterrent to crime
This house would limit the right to bear arms,The possibility of getting shot by an armed victim is a substantial deterrent to crime,"Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF","[STUDY, EXPERT]",support,0.2273,"Topic: This house would limit the right to bear arms Evidence: Lott's results suggest that only allowing law-abiding citizens to carry concealed firearms, deters crime because potential criminals do not know who may or may not be carrying a firearm. The possibility of getting shot by an armed victim is a substantial deterrent to crime and prevents not only petty crime but physical confrontation as well from criminals who do not possess the means to match an increase in force. Lott's data comes from the FBI's massive crime statistics from all 3,054 US counties [REF Generate an argument.",The possibility of getting shot by an armed victim is a substantial deterrent to crime
This house would limit the right to bear arms,gun ownership is a civil liberty,"On June 26, 2008, the U.S. Supreme Court ruled for the first time in American history in District of Columbia v. Heller that the Second Amendment provides for an individual right to own a gun",nan,oppose,0.0556,"Topic: This house would limit the right to bear arms Evidence: On June 26, 2008, the U.S. Supreme Court ruled for the first time in American history in District of Columbia v. Heller that the Second Amendment provides for an individual right to own a gun Generate an argument.",gun ownership is a civil liberty
This house would limit the right to bear arms,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,"The mortality rate for gunshot wounds to the heart is 84%, compared to 30% for people who sustain stab wounds to the heart [REF",nan,oppose,0.0625,"Topic: This house would limit the right to bear arms Evidence: The mortality rate for gunshot wounds to the heart is 84%, compared to 30% for people who sustain stab wounds to the heart [REF Generate an argument.",the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm
This house would limit the right to bear arms,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,"Robberies committed with guns are three times as likely to result in fatalities compared with robberies where other weapons were used, with similar patterns in cases of family violence [REF",nan,oppose,0.0238,"Topic: This house would limit the right to bear arms Evidence: Robberies committed with guns are three times as likely to result in fatalities compared with robberies where other weapons were used, with similar patterns in cases of family violence [REF Generate an argument.",the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm
This house would limit the right to bear arms,criminal use of guns is far more common than self-defense use of guns,"Between 1987 and 1990, David McDowall found that guns were used in defense during a crime incident 64,615 times annually . This equates to two times out of 1,000 incidents (0.2%) that occurred in this time frame . For violent crimes (assault, robbery, and rape), guns were used 0.83% of the time in self-defense [REF",nan,oppose,0.0769,"Topic: This house would limit the right to bear arms Evidence: Between 1987 and 1990, David McDowall found that guns were used in defense during a crime incident 64,615 times annually . This equates to two times out of 1,000 incidents (0.2%) that occurred in this time frame . For violent crimes (assault, robbery, and rape), guns were used 0.83% of the time in self-defense [REF Generate an argument.",criminal use of guns is far more common than self-defense use of guns
This house would limit the right to bear arms,criminal use of guns is far more common than self-defense use of guns,"A study of gun use in the 1990s, by David Hemenway at the Harvard Injury Control Research Center, found that criminal use of guns is far more common than self-defense use of guns [REF",nan,support,0.3793,"Topic: This house would limit the right to bear arms Evidence: A study of gun use in the 1990s, by David Hemenway at the Harvard Injury Control Research Center, found that criminal use of guns is far more common than self-defense use of guns [REF Generate an argument.",criminal use of guns is far more common than self-defense use of guns
This house would limit the right to bear arms,more guns can reduce crime,"Economist John Lott has argued that right-to-carry laws create a perception that more potential crime victims might be carrying firearms, and thus serve as a deterrent against crime [REF",nan,oppose,0.0645,"Topic: This house would limit the right to bear arms Evidence: Economist John Lott has argued that right-to-carry laws create a perception that more potential crime victims might be carrying firearms, and thus serve as a deterrent against crime [REF Generate an argument.",more guns can reduce crime
This house would limit the right to bear arms,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,"a 1993 study by Gary Kleck, who finds that as many as 2.45 million crimes are thwarted each year in the United States, and in most cases, the potential victim never fires a shot in these cases where firearms are used constructively for self-protection [REF",nan,oppose,0.0189,"Topic: This house would limit the right to bear arms Evidence: a 1993 study by Gary Kleck, who finds that as many as 2.45 million crimes are thwarted each year in the United States, and in most cases, the potential victim never fires a shot in these cases where firearms are used constructively for self-protection [REF Generate an argument.",limiting access to guns by law-abiding people makes them more vulnerable to armed criminals
This house would limit the right to bear arms,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,"Economist John Lott has argued that right-to-carry laws create a perception that more potential crime victims might be carrying firearms, and thus serve as a deterrent against crime [REF",nan,oppose,0.05,"Topic: This house would limit the right to bear arms Evidence: Economist John Lott has argued that right-to-carry laws create a perception that more potential crime victims might be carrying firearms, and thus serve as a deterrent against crime [REF Generate an argument.",limiting access to guns by law-abiding people makes them more vulnerable to armed criminals
This house would limit the right to bear arms,the right to bear arms is absolute and unqualified,"As noted in the Northern Kentucky Law Review Second Amendment Symposium: Rights in Conflict in the 1980's, vol. 10, no. 1, 1982, p. 155, ""The first state court decision resulting from the ""right to bear arms"" issue was Bliss v. Commonwealth. The court held that ""the right of citizens to bear arms in defense of themselves and the State must be preserved entire, .."""" ""This holding was unique because it stated that the right to bear arms is absolute and unqualified.""[REF",nan,support,0.1579,"Topic: This house would limit the right to bear arms Evidence: As noted in the Northern Kentucky Law Review Second Amendment Symposium: Rights in Conflict in the 1980's, vol. 10, no. 1, 1982, p. 155, ""The first state court decision resulting from the ""right to bear arms"" issue was Bliss v. Commonwealth. The court held that ""the right of citizens to bear arms in defense of themselves and the State must be preserved entire, .."""" ""This holding was unique because it stated that the right to bear arms is absolute and unqualified.""[REF Generate an argument.",the right to bear arms is absolute and unqualified
This house would limit the right to bear arms,the right to bear arms is absolute and unqualified,"In District of Columbia v. Heller, No. 07-290, the United States Supreme Court held that Americans have an individual right described in the Second Amendment to possess firearms ""for traditionally lawful purposes, such as self-defense within the home",nan,oppose,0.0698,"Topic: This house would limit the right to bear arms Evidence: In District of Columbia v. Heller, No. 07-290, the United States Supreme Court held that Americans have an individual right described in the Second Amendment to possess firearms ""for traditionally lawful purposes, such as self-defense within the home Generate an argument.",the right to bear arms is absolute and unqualified
This house would limit the right to bear arms,the right to bear arms is absolute and unqualified,"June 28, 2010, Chicago gun control law struck down 5 to 4. ""The Fourteenth Amendment makes the Second Amendment right to keep and bear arms fully applicable to the States","[EXPERT, ANECDOTAL]",support,0.2143,"Topic: This house would limit the right to bear arms Evidence: June 28, 2010, Chicago gun control law struck down 5 to 4. ""The Fourteenth Amendment makes the Second Amendment right to keep and bear arms fully applicable to the States Generate an argument.",the right to bear arms is absolute and unqualified
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"In District of Columbia v. Heller, 554 U.S. 570 (2008), the Supreme Court of the United States held that the Second Amendment protects the right of an individual to own a firearm for the purposes of self defense within the home",nan,support,0.2051,"Topic: This house would limit the right to bear arms Evidence: In District of Columbia v. Heller, 554 U.S. 570 (2008), the Supreme Court of the United States held that the Second Amendment protects the right of an individual to own a firearm for the purposes of self defense within the home Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"The Individual Right interpretation of the Second Amendment first arose in Bliss v. Commonwealth (1822, KY), which evaluated the right to bear arms in defense of themselves and the state pursuant to Section 28 of the Second Constitution of Kentucky (1799). The right to bear arms in defense of themselves and the state was interpreted as an individual right, for the case of a concealed sword cane. This case has been described as about ""a statute prohibiting the carrying of concealed weapons [that] was violative of the Second Amendment"""" [REF",nan,support,0.1607,"Topic: This house would limit the right to bear arms Evidence: The Individual Right interpretation of the Second Amendment first arose in Bliss v. Commonwealth (1822, KY), which evaluated the right to bear arms in defense of themselves and the state pursuant to Section 28 of the Second Constitution of Kentucky (1799). The right to bear arms in defense of themselves and the state was interpreted as an individual right, for the case of a concealed sword cane. This case has been described as about ""a statute prohibiting the carrying of concealed weapons [that] was violative of the Second Amendment"""" [REF Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"As noted in the Northern Kentucky Law Review Second Amendment Symposium: Rights in Conflict in the 1980's, vol. 10, no. 1, 1982, p. 155, ""The first state court decision resulting from the ""right to bear arms"" issue was Bliss v. Commonwealth. The court held that ""the right of citizens to bear arms in defense of themselves and the State must be preserved entire",nan,support,0.1111,"Topic: This house would limit the right to bear arms Evidence: As noted in the Northern Kentucky Law Review Second Amendment Symposium: Rights in Conflict in the 1980's, vol. 10, no. 1, 1982, p. 155, ""The first state court decision resulting from the ""right to bear arms"" issue was Bliss v. Commonwealth. The court held that ""the right of citizens to bear arms in defense of themselves and the State must be preserved entire Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"In District of Columbia v. Heller, No. 07-290, the United States Supreme Court held that Americans have an individual right described in the Second Amendment to possess firearms ""for traditionally lawful purposes, such as self-defense within the home",nan,support,0.3514,"Topic: This house would limit the right to bear arms Evidence: In District of Columbia v. Heller, No. 07-290, the United States Supreme Court held that Americans have an individual right described in the Second Amendment to possess firearms ""for traditionally lawful purposes, such as self-defense within the home Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"The first federal case that interpreted the Second Amendment as protecting an individual right was United States v. Emerson, 270 F.3d 203 (5th Cir. 2001) [REF",nan,support,0.1818,"Topic: This house would limit the right to bear arms Evidence: The first federal case that interpreted the Second Amendment as protecting an individual right was United States v. Emerson, 270 F.3d 203 (5th Cir. 2001) [REF Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,"On June 26, 2008, in District of Columbia v. Heller, the United States Supreme Court affirmed, by a 5-4 vote, the decision of the D.C. Circuit Court of Appeals . This decision struck down the D.C. gun law. It also clarifies the scope of the Second Amendment to the United States Constitution, stating that it stipulates an individual right irrespective of membership in a militia",nan,support,0.1509,"Topic: This house would limit the right to bear arms Evidence: On June 26, 2008, in District of Columbia v. Heller, the United States Supreme Court affirmed, by a 5-4 vote, the decision of the D.C. Circuit Court of Appeals . This decision struck down the D.C. gun law. It also clarifies the scope of the Second Amendment to the United States Constitution, stating that it stipulates an individual right irrespective of membership in a militia Generate an argument.",Americans have an individual right described in the Second Amendment to possess firearms
This house would limit the right to bear arms,it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law,"the absolute majority of the gun crimes in Brazil were committed with unregistered and illegal guns, specially high caliber guns, that were already forbidden in Brazil and due to that, it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law. This argument was strongly reinforced by the fact that the regions where gun ownership is widespread were the ones with the smallest number of gun-related deaths. In the South region where there is the highest number of legal guns per citizen only 59% of all murders were caused by firearms in contrast to 70% in the Northeast where there is the lowest number of legal firearms per citizen [REF",nan,support,0.2571,"Topic: This house would limit the right to bear arms Evidence: the absolute majority of the gun crimes in Brazil were committed with unregistered and illegal guns, specially high caliber guns, that were already forbidden in Brazil and due to that, it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law. This argument was strongly reinforced by the fact that the regions where gun ownership is widespread were the ones with the smallest number of gun-related deaths. In the South region where there is the highest number of legal guns per citizen only 59% of all murders were caused by firearms in contrast to 70% in the Northeast where there is the lowest number of legal firearms per citizen [REF Generate an argument.",it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law
This house would limit the right to bear arms,guns are dangerous for society,"The total number of firearms in Brazil is thought to be around 17 million with 9 million of those being unregistered . Some 39,000 people died in 2003 due to gun-related injuries nationwide . In 2004, the number was 36,000 [REF",nan,oppose,0.0,"Topic: This house would limit the right to bear arms Evidence: The total number of firearms in Brazil is thought to be around 17 million with 9 million of those being unregistered . Some 39,000 people died in 2003 due to gun-related injuries nationwide . In 2004, the number was 36,000 [REF Generate an argument.",guns are dangerous for society
This house would limit the right to bear arms,gun control laws are effective in reducing gun-related accidents and crime,a study in The New England Journal of Medicine claims that fewer restrictions on handguns will result in increasing numbers of injuries and deaths [REF,nan,oppose,0.0625,Topic: This house would limit the right to bear arms Evidence: a study in The New England Journal of Medicine claims that fewer restrictions on handguns will result in increasing numbers of injuries and deaths [REF Generate an argument.,gun control laws are effective in reducing gun-related accidents and crime
This house would limit the right to bear arms,fewer restrictions on handguns will result in increasing numbers of injuries and deaths,a study in The New England Journal of Medicine claims that fewer restrictions on handguns will result in increasing numbers of injuries and deaths [REF,nan,support,0.5652,Topic: This house would limit the right to bear arms Evidence: a study in The New England Journal of Medicine claims that fewer restrictions on handguns will result in increasing numbers of injuries and deaths [REF Generate an argument.,fewer restrictions on handguns will result in increasing numbers of injuries and deaths
This house believes that bribery is sometimes acceptable,"In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes","In some developing nations, up to half of the population has paid bribes during the past 12 months [REF",nan,support,0.1667,"Topic: This house believes that bribery is sometimes acceptable Evidence: In some developing nations, up to half of the population has paid bribes during the past 12 months [REF Generate an argument.","In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes"
This house believes that bribery is sometimes acceptable,Corruption is never a better option to honest public policy,"Corruption is never a better option to honest public policy, Yan Sun argues, and it distorts and retards development [REF",nan,support,0.5263,"Topic: This house believes that bribery is sometimes acceptable Evidence: Corruption is never a better option to honest public policy, Yan Sun argues, and it distorts and retards development [REF Generate an argument.",Corruption is never a better option to honest public policy
This house would re-engage with Myanmar,the government has embarked on a series of reforms toward liberal democracy,The military junta was dissolved in 2011 following a general election in 2010 and a civilian government installed,nan,support,0.12,Topic: This house would re-engage with Myanmar Evidence: The military junta was dissolved in 2011 following a general election in 2010 and a civilian government installed Generate an argument.,the government has embarked on a series of reforms toward liberal democracy
This house would re-engage with Myanmar,the government has embarked on a series of reforms toward liberal democracy,"The April 1 election was perhaps the most promising moment of reform. Led by Aung San Suu Kyi, the National League for Democracy won 44 of 45 seats up for grab. Although only a small fraction of the seats were up for a vote, the previously illegal NLD was allowed to campaign, run, and win for the first time. Also a first, international election monitors were allowed to monitor the voting [REF",nan,oppose,0.0678,"Topic: This house would re-engage with Myanmar Evidence: The April 1 election was perhaps the most promising moment of reform. Led by Aung San Suu Kyi, the National League for Democracy won 44 of 45 seats up for grab. Although only a small fraction of the seats were up for a vote, the previously illegal NLD was allowed to campaign, run, and win for the first time. Also a first, international election monitors were allowed to monitor the voting [REF Generate an argument.",the government has embarked on a series of reforms toward liberal democracy
This house would re-engage with Myanmar,the government has embarked on a series of reforms toward liberal democracy,"In an address to the United Nations Security Council in 22 September 2011, Burma's Foreign Minister Wanna Maung Lwin confirmed the release of prisoners in near future [REF",nan,oppose,0.0571,"Topic: This house would re-engage with Myanmar Evidence: In an address to the United Nations Security Council in 22 September 2011, Burma's Foreign Minister Wanna Maung Lwin confirmed the release of prisoners in near future [REF Generate an argument.",the government has embarked on a series of reforms toward liberal democracy
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"The United Nations and several other organizations have reported consistent and systematic human rights violations in the country, including child labour, human trafficking and a lack of freedom of speech",nan,support,0.1143,"Topic: This house would re-engage with Myanmar Evidence: The United Nations and several other organizations have reported consistent and systematic human rights violations in the country, including child labour, human trafficking and a lack of freedom of speech Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"There were sporadic protests against military rule during the Ne Win years and these were almost always violently suppressed. On 7 July 1962, the government broke up demonstrations at Rangoon University, killing 15 students . In 1974, the military violently suppressed anti-government protests at the funeral of U Thant. Student protests in 1975, 1976 and 1977 were quickly suppressed by overwhelming force [REF",nan,support,0.0877,"Topic: This house would re-engage with Myanmar Evidence: There were sporadic protests against military rule during the Ne Win years and these were almost always violently suppressed. On 7 July 1962, the government broke up demonstrations at Rangoon University, killing 15 students . In 1974, the military violently suppressed anti-government protests at the funeral of U Thant. Student protests in 1975, 1976 and 1977 were quickly suppressed by overwhelming force [REF Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"In 1988, unrest over economic mismanagement and political oppression by the government led to widespread pro-democracy demonstrations throughout the country known as the 8888 Uprising. Security forces killed thousands of demonstrators",nan,support,0.1,"Topic: This house would re-engage with Myanmar Evidence: In 1988, unrest over economic mismanagement and political oppression by the government led to widespread pro-democracy demonstrations throughout the country known as the 8888 Uprising. Security forces killed thousands of demonstrators Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"In August 2007, an increase in the price of diesel and petrol led to a series of anti-government protests that were dealt with harshly by the government . The protests then became a campaign of civil resistance (also called the Saffron Revolution .) led by Buddhist monks, hundreds of whom defied the house arrest of democracy advocate Aung San Suu Kyi to pay their respects at the gate of her house. The government finally cracked down on them on 26 September 2007. The crackdown was harsh, with reports of barricades at the Shwedagon Pagoda and monks killed",nan,oppose,0.0519,"Topic: This house would re-engage with Myanmar Evidence: In August 2007, an increase in the price of diesel and petrol led to a series of anti-government protests that were dealt with harshly by the government . The protests then became a campaign of civil resistance (also called the Saffron Revolution .) led by Buddhist monks, hundreds of whom defied the house arrest of democracy advocate Aung San Suu Kyi to pay their respects at the gate of her house. The government finally cracked down on them on 26 September 2007. The crackdown was harsh, with reports of barricades at the Shwedagon Pagoda and monks killed Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"In May 2008, Cyclone Nargis caused extensive damage in the densely populated, rice-farming delta of the Irrawaddy Division . It was the worst natural disaster in Burmese history with reports of an estimated 200,000 people dead or missing, and damage totaled to 10&nbsp;billion dollars (USD), and as many as 1 million left homeless . In the critical days following this disaster, Burma's isolationist government hindered recovery efforts by delaying the entry of United Nations planes delivering medicine, food, and other supplies [REF",nan,oppose,0.05,"Topic: This house would re-engage with Myanmar Evidence: In May 2008, Cyclone Nargis caused extensive damage in the densely populated, rice-farming delta of the Irrawaddy Division . It was the worst natural disaster in Burmese history with reports of an estimated 200,000 people dead or missing, and damage totaled to 10&nbsp;billion dollars (USD), and as many as 1 million left homeless . In the critical days following this disaster, Burma's isolationist government hindered recovery efforts by delaying the entry of United Nations planes delivering medicine, food, and other supplies [REF Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"In early August 2009, a conflict known as the Kokang incident broke out in Shan State in northern Burma. For several weeks, junta troops fought against ethnic minorities including the Han Chinese, Va, and Kachin . From 8-12 August, the first days of the conflict, as many as 10,000 Burmese civilians fled to Yunnan province in neighbouring China [REF",nan,support,0.0847,"Topic: This house would re-engage with Myanmar Evidence: In early August 2009, a conflict known as the Kokang incident broke out in Shan State in northern Burma. For several weeks, junta troops fought against ethnic minorities including the Han Chinese, Va, and Kachin . From 8-12 August, the first days of the conflict, as many as 10,000 Burmese civilians fled to Yunnan province in neighbouring China [REF Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,Members of the United Nations and major international human rights organizations have issued repeated and consistent reports of widespread and systematic human rights violations in Burma,nan,support,0.1667,Topic: This house would re-engage with Myanmar Evidence: Members of the United Nations and major international human rights organizations have issued repeated and consistent reports of widespread and systematic human rights violations in Burma Generate an argument.,the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"International human rights organizations including Human Rights Watch, Amnesty International and the American Association for the Advancement of Science have repeatedly documented and condemned widespread human rights violations",nan,support,0.0938,"Topic: This house would re-engage with Myanmar Evidence: International human rights organizations including Human Rights Watch, Amnesty International and the American Association for the Advancement of Science have repeatedly documented and condemned widespread human rights violations Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,"The Freedom in the World 2011 report by Freedom House notes that ""The military junta has long ruled by decree and controlled all executive, legislative, and judicial powers; suppressed nearly all basic rights; and committed human rights abuses with impunity. The junta carefully rigged the electoral framework surrounding the 2010 national elections, which were neither free nor fair. The country's more than 2,100 political prisoners included about 429 members of the NLD, the victors in the 1990 elections.""[REF",nan,oppose,0.0704,"Topic: This house would re-engage with Myanmar Evidence: The Freedom in the World 2011 report by Freedom House notes that ""The military junta has long ruled by decree and controlled all executive, legislative, and judicial powers; suppressed nearly all basic rights; and committed human rights abuses with impunity. The junta carefully rigged the electoral framework surrounding the 2010 national elections, which were neither free nor fair. The country's more than 2,100 political prisoners included about 429 members of the NLD, the victors in the 1990 elections.""[REF Generate an argument.",the military regime in Burma is one of the world's most repressive and abusive regimes
This house would re-engage with Myanmar,"since the transition to new government in August 2011, Burma's human rights record has been improving","The Freedom in the World 2012 report notes improvement due to new reforms. Previously rated as a 7, the lowest rating, for both civil liberties and political rights, the release of political prisoners and a loosening of restriction has given Burma a 6 for civil liberties in the most recent Freedom in the World [REF",nan,support,0.125,"Topic: This house would re-engage with Myanmar Evidence: The Freedom in the World 2012 report notes improvement due to new reforms. Previously rated as a 7, the lowest rating, for both civil liberties and political rights, the release of political prisoners and a loosening of restriction has given Burma a 6 for civil liberties in the most recent Freedom in the World [REF Generate an argument.","since the transition to new government in August 2011, Burma's human rights record has been improving"
